"sender","recipient","interactiontime"
"T","JC","2014-05-07 17:57:08"
"T","AA","2014-01-13 12:18:42"
"T","JC","2014-05-13 20:07:38"
"T","DC","2013-10-04 05:58:03"
"T","CB","2014-05-03 21:41:27"
"T","AA","2013-11-10 19:50:54"
"T","AA","2013-09-26 18:50:15"
"T","AA","2014-03-10 08:20:41"
"T","AA","2014-05-16 06:10:59"
"T","E","2014-01-26 12:33:37"
"T","DC","2014-01-03 13:09:24"
"T","HF","2013-10-15 14:18:03"
"T","CB","2014-05-04 08:30:47"
"T","CB","2014-05-16 06:07:48"
"T","AA","2014-03-10 08:46:12"
"T","AA","2013-12-04 20:14:56"
"T","DC","2013-10-05 19:05:09"
"T","JC","2014-05-08 07:23:57"
"T","AA","2014-01-14 17:25:28"
"T","DC","2013-10-06 15:31:42"
"T","JC","2014-02-11 08:42:17"
"T","AA","2014-03-11 12:21:33"
"T","JC","2014-01-01 09:54:42"
"T","ss","2014-05-15 15:20:25"
"T","AA","2014-05-16 20:51:26"
"T","DC","2014-01-09 17:49:56"
"T","CB","2014-05-05 19:31:15"
"T","JC","2013-12-07 16:53:37"
"T","AA","2014-01-15 08:11:03"
"T","HF","2014-03-10 08:34:32"
"T","CB","2014-05-16 20:51:30"
"T","AA","2014-03-12 12:08:29"
"T","AA","2014-04-08 20:15:06"
"T","CB","2014-03-10 08:11:33"
"T","HF","2014-05-07 08:50:55"
"T","AA","2013-11-12 09:25:58"
"T","DC","2013-11-14 17:04:47"
"T","CB","2014-05-17 10:12:16"
"T","AA","2013-12-07 17:06:23"
"T","DC","2014-03-10 08:11:33"
"T","DC","2013-11-15 09:25:59"
"T","AA","2013-10-05 19:07:16"
"T","JC","2014-01-03 12:58:25"
"T","CB","2014-04-02 08:15:18"
"T","DC","2014-03-10 08:34:32"
"T","ss","2014-04-23 07:16:38"
"T","E","2013-12-12 18:46:32"
"T","CB","2014-05-17 12:51:27"
"T","AA","2013-10-06 15:27:58"
"T","JC","2014-01-04 16:12:10"
"T","AA","2013-12-09 08:51:48"
"T","DC","2014-01-15 08:11:03"
"T","AA","2013-10-25 08:48:57"
"T","DC","2014-03-10 22:10:37"
"T","AA","2013-12-09 16:44:18"
"T","AA","2013-10-25 19:35:30"
"T","JC","2013-12-15 17:19:41"
"T","DC","2013-11-18 05:36:47"
"T","JC","2014-05-15 15:23:12"
"T","AA","2014-01-01 09:37:56"
"T","E","2014-04-02 17:37:08"
"T","DC","2014-05-15 15:26:57"
"T","ss","2014-05-17 20:01:19"
"T","AA","2013-12-10 06:49:46"
"T","AA","2013-10-26 21:31:23"
"T","HF","2013-11-27 14:41:24"
"T","JC","2013-12-18 07:07:20"
"T","AA","2014-01-01 09:55:38"
"T","DC","2014-03-12 12:11:05"
"T","ss","2014-05-04 08:42:47"
"T","AA","2013-11-15 20:42:47"
"T","E","2013-12-21 21:18:26"
"T","E","2013-10-17 06:55:02"
"T","CB","2014-05-08 07:21:56"
"T","JC","2013-12-19 14:56:50"
"T","E","2014-04-04 20:32:13"
"T","ss","2013-10-31 19:00:07"
"T","HF","2013-12-02 17:46:23"
"T","CB","2014-05-08 07:22:28"
"T","AA","2014-02-22 21:28:11"
"T","AA","2014-01-26 12:31:34"
"T","AA","2013-12-11 13:43:26"
"T","DC","2014-01-26 12:30:57"
"T","DC","2013-10-14 21:18:05"
"T","JC","2014-02-22 21:15:24"
"T","ss","2013-09-13 17:50:30"
"T","AA","2013-09-17 08:54:09"
"T","AA","2014-02-22 21:48:00"
"T","JC","2013-12-22 07:38:44"
"T","HF","2014-05-13 20:01:15"
"T","E","2014-04-08 20:06:19"
"T","E","2013-12-27 15:42:14"
"T","ss","2013-11-08 05:16:14"
"T","DC","2014-05-18 15:22:07"
"T","DC","2014-01-26 12:59:52"
"T","AA","2013-10-29 16:34:43"
"T","HF","2013-12-05 21:25:41"
"T","JC","2014-02-22 21:46:20"
"T","DC","2013-11-27 14:43:18"
"T","ss","2013-12-02 17:43:10"
"T","AA","2013-12-12 18:52:09"
"T","AA","2014-05-18 15:22:19"
"T","HF","2013-12-07 16:58:28"
"T","DC","2013-10-19 21:32:44"
"T","ss","2013-12-17 22:03:34"
"T","HF","2013-12-09 16:35:13"
"T","E","2013-10-27 17:22:35"
"T","AA","2014-02-25 07:24:54"
"T","JC","2013-12-23 08:38:52"
"T","AA","2014-01-03 13:03:52"
"T","AA","2013-12-13 18:23:24"
"T","JC","2014-05-17 10:12:53"
"T","AA","2013-10-31 10:11:34"
"T","DC","2013-10-21 17:33:04"
"T","AA","2014-01-04 14:54:29"
"T","AA","2014-05-13 20:02:02"
"T","CB","2014-05-19 20:29:42"
"T","DC","2013-09-19 06:37:15"
"T","E","2014-02-23 20:56:03"
"T","AA","2013-10-31 15:08:13"
"T","DC","2013-10-22 13:51:45"
"T","HF","2014-05-15 15:19:50"
"T","AA","2013-11-20 18:44:02"
"T","AA","2014-05-13 20:06:48"
"T","AA","2013-10-12 19:16:42"
"T","AA","2013-12-19 06:57:53"
"T","AA","2014-05-19 07:36:32"
"T","E","2014-02-25 07:30:33"
"T","ss","2013-09-16 21:08:44"
"T","JC","2013-12-24 13:34:11"
"T","AA","2014-05-13 20:07:29"
"T","HF","2014-02-11 08:51:13"
"T","E","2014-01-01 09:48:36"
"T","DC","2013-12-03 20:25:31"
"T","DC","2013-09-19 20:15:58"
"T","JC","2014-01-15 08:09:39"
"T","ss","2014-05-20 21:18:41"
"T","HF","2013-12-12 18:52:09"
"T","AA","2013-09-19 19:48:56"
"T","AA","2014-01-06 14:55:38"
"T","DC","2013-12-07 17:04:56"
"T","CB","2014-05-20 21:15:31"
"T","AA","2013-12-21 21:39:41"
"T","DC","2014-02-11 08:50:41"
"T","HF","2013-12-16 21:40:01"
"T","JC","2013-12-26 12:39:36"
"T","AA","2014-05-14 12:09:01"
"T","HF","2014-04-02 08:45:24"
"T","JC","2014-05-03 21:34:03"
"T","DC","2013-10-26 21:31:23"
"T","HF","2014-05-16 20:55:59"
"T","DC","2014-04-02 08:16:09"
"T","JC","2014-04-02 08:17:00"
"T","HF","2013-09-25 20:41:38"
"T","AA","2014-05-19 20:29:11"
"T","E","2013-11-08 16:36:02"
"T","AA","2013-10-14 21:30:13"
"T","AA","2013-12-23 08:30:51"
"T","AA","2013-11-03 15:59:53"
"T","HF","2013-12-23 08:36:51"
"T","E","2013-11-10 16:32:35"
"T","JC","2013-12-27 15:49:54"
"T","JC","2014-01-26 12:36:35"
"T","AA","2013-12-23 16:56:03"
"T","AA","2014-05-07 17:59:46"
"T","DC","2013-10-30 14:30:59"
"T","AA","2014-01-09 20:42:28"
"T","E","2014-01-11 08:54:59"
"T","AA","2013-12-24 13:32:03"
"T","E","2014-03-10 08:39:05"
"T","AA","2013-11-07 07:01:52"
"T","JC","2013-12-28 13:20:11"
"T","DC","2014-05-03 21:36:12"
"T","HF","2014-02-22 21:48:00"
"T","E","2014-01-13 11:58:09"
"T","AA","2014-05-20 21:16:08"
"T","E","2014-03-10 22:06:19"
"T","AA","2013-11-08 16:33:58"
"T","DC","2013-10-31 19:01:26"
"T","AA","2014-01-11 08:42:00"
"T","DC","2014-05-04 10:11:17"
"T","AA","2013-12-25 17:03:49"
"T","AA","2014-05-08 07:08:08"
"T","HF","2013-12-28 13:27:49"
"T","E","2013-11-14 16:52:22"
"T","E","2014-05-15 15:27:17"
"T","HF","2013-10-07 08:13:53"
"T","DC","2013-09-28 05:13:57"
"T","AA","2014-02-11 08:44:28"
"T","DC","2014-02-22 21:36:36"
"T","JC","2014-05-18 15:21:11"
"T","JC","2014-03-10 08:24:04"
"T","CB","2014-05-13 20:02:09"
"T","DC","2014-02-22 21:58:04"
"T","JC","2014-05-07 08:51:18"
"T","CB","2014-05-13 20:07:56"
"T","AA","2013-09-25 05:31:18"
"T","HF","2014-05-19 20:26:33"
"T","DC","2014-01-01 09:55:38"
"T","AA","2014-04-02 08:23:21"
"T","HF","2013-10-09 06:41:03"
"T","AA","2014-04-02 11:09:13"
"T","AA","2013-09-09 12:59:13"
"T","JC","2014-03-12 12:08:29"
"T","AA","2014-01-13 11:58:09"
"T","HF","2014-05-20 21:18:43"
"T","AA","2013-12-01 16:10:05"
"T","AA","2014-05-15 15:26:10"
"T","DC","2014-01-02 09:43:47"
"T","JC","2014-05-13 20:07:04"
"T","CB","2014-05-03 21:15:42"
"T","AA","2013-12-27 15:49:54"
"T","AA","2014-03-10 08:11:33"
"T","JC","2014-05-13 20:13:26"
"T","HF","2013-10-14 21:05:52"
"T","AA","2014-03-10 08:34:32"
"T","AA","2013-12-03 20:25:31"
"T","E","2014-01-26 12:43:31"
"T","AA","2014-04-04 20:35:58"
"T","HF","2013-10-17 20:54:27"
"T","AA","2013-12-28 13:23:34"
"T","AA","2013-11-11 10:52:12"
"T","HF","2014-01-04 11:16:25"
"T","AA","2013-09-27 09:52:52"
"T","AA","2014-01-14 16:53:11"
"T","AA","2014-04-05 08:27:14"
"T","HF","2013-10-21 17:30:38"
"T","JC","2014-01-01 09:41:17"
"T","AA","2013-10-22 13:51:45"
"T","AA","2014-04-06 08:27:38"
"T","AA","2013-09-12 19:20:05"
"T","JC","2014-05-19 20:22:01"
"T","DC","2013-09-13 17:51:55"
"T","JC","2014-01-01 10:07:51"
"T","AA","2013-12-06 19:04:29"
"T","AA","2014-05-16 20:58:05"
"T","HF","2014-03-10 08:09:20"
"T","DC","2014-01-09 21:09:50"
"T","CB","2014-05-06 07:23:13"
"T","HF","2014-05-06 17:34:40"
"T","HF","2014-01-06 14:37:46"
"T","E","2013-12-07 16:54:36"
"T","AA","2014-05-17 10:13:07"
"T","HF","2013-11-01 13:19:09"
"T","DC","2013-10-07 15:13:56"
"T","CB","2014-05-06 17:35:05"
"T","JC","2013-12-09 08:51:48"
"T","E","2013-12-09 16:24:58"
"T","CB","2014-05-16 20:58:09"
"T","DC","2013-09-13 21:15:56"
"T","DC","2014-05-13 20:08:01"
"T","AA","2014-05-17 12:49:25"
"T","HF","2013-11-15 14:59:17"
"T","AA","2013-11-12 18:36:07"
"T","E","2013-12-10 20:04:36"
"T","ss","2013-10-09 19:48:48"
"T","HF","2014-05-07 17:57:24"
"T","DC","2014-03-10 08:20:03"
"T","JC","2014-05-20 21:15:18"
"T","HF","2014-01-09 17:54:01"
"T","JC","2014-01-04 11:10:19"
"T","CB","2014-04-02 08:18:27"
"T","DC","2013-10-10 07:43:44"
"T","CB","2014-03-12 07:01:53"
"T","CB","2014-04-02 15:27:09"
"T","DC","2014-01-15 09:39:19"
"T","DC","2013-10-11 22:00:59"
"T","JC","2013-12-15 09:05:19"
"T","E","2013-12-17 13:53:03"
"T","AA","2013-12-09 20:24:17"
"T","ss","2014-03-10 08:11:33"
"T","CB","2014-05-07 17:57:33"
"T","JC","2013-12-16 08:10:14"
"T","DC","2013-11-19 06:19:58"
"T","DC","2014-05-15 15:20:57"
"T","JC","2014-05-15 15:26:46"
"T","AA","2013-09-16 05:58:18"
"T","AA","2014-01-01 09:46:26"
"T","E","2014-04-02 20:42:51"
"T","AA","2013-11-15 09:36:19"
"T","DC","2013-11-20 18:44:02"
"T","AA","2013-10-07 11:25:11"
"T","CB","2014-04-04 20:33:47"
"T","AA","2013-10-27 08:58:43"
"T","JC","2013-12-18 21:18:10"
"T","AA","2014-01-01 10:04:39"
"T","DC","2014-03-12 18:50:33"
"T","DC","2013-11-22 19:21:42"
"T","AA","2013-10-27 17:24:13"
"T","CB","2014-05-08 07:22:09"
"T","AA","2014-02-22 21:06:22"
"T","E","2013-12-23 08:40:32"
"T","AA","2013-12-10 20:06:52"
"T","AA","2013-10-28 14:24:16"
"T","CB","2014-05-08 07:22:41"
"T","ss","2013-09-13 15:05:01"
"T","CB","2014-05-18 15:18:07"
"T","AA","2014-01-26 13:00:22"
"T","DC","2014-01-26 12:37:19"
"T","DC","2013-10-14 21:30:13"
"T","JC","2014-02-22 21:30:05"
"T","AA","2014-02-23 11:40:15"
"T","AA","2014-01-02 09:45:20"
"T","HF","2014-05-13 20:06:04"
"T","CB","2014-05-19 07:37:00"
"T","JC","2014-01-09 20:40:55"
"T","AA","2014-05-18 15:17:51"
"T","HF","2013-12-06 19:11:23"
"T","AA","2014-02-23 21:06:52"
"T","DC","2014-05-19 07:37:53"
"T","AA","2013-10-30 14:49:06"
"T","HF","2013-12-09 08:51:24"
"T","AA","2013-10-10 18:35:05"
"T","HF","2013-09-16 05:58:18"
"T","JC","2014-01-11 08:53:39"
"T","E","2013-10-28 14:15:39"
"T","DC","2013-10-20 21:34:46"
"T","CB","2014-05-19 20:21:25"
"T","ss","2013-12-25 17:03:14"
"T","AA","2013-10-11 21:59:48"
"T","E","2014-02-22 21:15:24"
"T","JC","2013-12-23 16:32:45"
"T","AA","2014-01-05 07:54:41"
"T","AA","2014-05-13 20:05:35"
"T","DC","2013-12-01 16:10:51"
"T","AA","2013-12-15 09:15:47"
"T","JC","2014-05-17 12:47:18"
"T","AA","2013-10-31 16:59:25"
"T","HF","2014-05-15 15:24:39"
"T","AA","2013-11-21 14:54:37"
"T","AA","2014-05-13 20:07:04"
"T","ss","2014-01-02 18:06:18"
"T","AA","2013-10-12 19:31:43"
"T","JC","2014-01-13 19:39:53"
"T","AA","2013-12-19 15:08:03"
"T","AA","2014-05-13 20:10:01"
"T","E","2014-01-01 13:08:33"
"T","AA","2013-12-20 06:59:23"
"T","JC","2014-05-17 20:00:49"
"T","JC","2013-12-25 17:04:46"
"T","AA","2014-01-06 14:35:21"
"T","E","2014-01-02 09:42:50"
"T","HF","2013-09-20 05:40:44"
"T","AA","2013-12-21 21:14:57"
"T","DC","2014-02-11 07:33:01"
"T","HF","2013-12-15 09:15:47"
"T","CB","2014-05-20 21:18:43"
"T","HF","2013-09-21 14:28:38"
"T","AA","2013-12-22 07:40:43"
"T","HF","2014-04-02 08:17:47"
"T","AA","2013-11-02 09:45:46"
"T","AA","2014-05-03 21:41:27"
"T","DC","2013-10-26 09:11:27"
"T","ss","2013-09-18 20:03:18"
"T","AA","2013-09-20 17:44:27"
"T","HF","2013-09-24 08:21:30"
"T","AA","2014-05-19 20:21:25"
"T","AA","2013-11-02 21:59:46"
"T","HF","2014-05-17 10:08:44"
"T","DC","2014-04-02 11:08:33"
"T","E","2014-01-06 14:37:46"
"T","DC","2013-12-15 17:03:31"
"T","JC","2014-04-02 08:26:54"
"T","JC","2014-05-04 08:33:53"
"T","AA","2014-05-07 08:51:18"
"T","AA","2013-12-23 08:40:32"
"T","HF","2013-10-01 14:27:18"
"T","HF","2014-04-08 20:01:01"
"T","DC","2013-10-30 05:23:01"
"T","AA","2014-01-09 17:43:14"
"T","HF","2013-10-04 05:51:28"
"T","DC","2013-09-25 05:38:41"
"T","JC","2014-05-05 19:26:58"
"T","ss","2014-04-04 20:29:51"
"T","AA","2014-01-09 21:11:00"
"T","AA","2013-11-27 14:38:59"
"T","HF","2014-02-22 21:19:56"
"T","AA","2013-10-17 20:53:55"
"T","AA","2013-12-24 13:53:09"
"T","JC","2014-05-06 07:23:34"
"T","AA","2013-11-07 16:07:16"
"T","HF","2013-12-27 15:41:23"
"T","DC","2013-10-31 10:11:34"
"T","ss","2013-09-21 08:45:19"
"T","HF","2014-02-24 12:33:15"
"T","AA","2013-10-18 14:30:02"
"T","HF","2013-10-05 19:24:26"
"T","DC","2013-09-26 18:21:00"
"T","AA","2013-12-25 16:56:19"
"T","AA","2014-05-20 21:18:43"
"T","AA","2013-11-08 19:48:08"
"T","AA","2013-09-24 08:24:39"
"T","AA","2014-01-11 08:58:06"
"T","E","2014-01-14 16:58:25"
"T","AA","2013-10-19 11:04:54"
"T","HF","2013-10-06 15:35:16"
"T","DC","2013-09-27 09:38:22"
"T","DC","2014-02-22 21:15:24"
"T","AA","2013-11-09 18:28:40"
"T","AA","2014-05-08 07:21:56"
"T","DC","2013-11-02 09:50:06"
"T","DC","2014-05-06 17:34:40"
"T","E","2014-01-15 09:39:19"
"T","JC","2014-04-08 20:07:29"
"T","AA","2013-10-19 21:32:44"
"T","HF","2013-10-07 14:55:45"
"T","AA","2013-12-26 12:26:42"
"T","DC","2014-02-22 21:41:40"
"T","E","2013-11-15 09:52:14"
"T","JC","2014-03-10 08:46:12"
"T","CB","2014-05-13 20:07:01"
"T","ss","2014-05-13 20:06:04"
"T","DC","2014-01-01 09:43:32"
"T","AA","2014-04-02 08:15:44"
"T","DC","2013-09-28 17:11:15"
"T","DC","2014-02-23 21:06:52"
"T","E","2013-11-19 20:31:30"
"T","DC","2013-11-04 06:00:57"
"T","DC","2014-01-01 10:07:51"
"T","AA","2013-10-20 21:29:37"
"T","AA","2014-04-02 08:30:56"
"T","HF","2013-10-09 19:39:54"
"T","DC","2013-09-29 21:31:22"
"T","AA","2013-11-10 13:33:54"
"T","E","2013-11-22 19:04:28"
"T","HF","2014-05-20 21:14:40"
"T","DC","2014-05-08 07:17:31"
"T","AA","2014-05-15 15:23:51"
"T","JC","2014-05-13 20:04:04"
"T","AA","2013-11-10 16:56:47"
"T","JC","2014-03-12 19:24:06"
"T","AA","2014-01-13 12:14:34"
"T","JC","2014-05-13 20:07:29"
"T","AA","2013-10-21 17:34:08"
"T","DC","2013-10-04 05:52:38"
"T","CB","2014-05-03 21:35:38"
"T","JC","2014-05-19 07:38:14"
"T","DC","2013-11-10 13:43:07"
"T","AA","2013-09-26 18:20:31"
"T","AA","2014-03-10 08:20:03"
"T","AA","2014-05-16 06:08:40"
"T","E","2014-01-26 12:27:43"
"T","DC","2014-01-03 13:03:52"
"T","CB","2014-05-04 08:30:31"
"T","HF","2014-01-03 13:11:56"
"T","AA","2014-03-10 08:41:56"
"T","DC","2013-09-12 19:20:05"
"T","CB","2014-05-04 15:37:06"
"T","AA","2013-09-11 11:49:21"
"T","JC","2014-05-08 07:21:44"
"T","ss","2013-09-27 19:54:25"
"T","AA","2014-01-14 17:21:16"
"T","AA","2013-12-05 21:24:57"
"T","E","2013-12-05 21:24:57"
"T","JC","2014-01-01 09:50:20"
"T","ss","2014-05-15 15:19:50"
"T","DC","2014-01-09 17:42:25"
"T","E","2013-09-20 17:39:52"
"T","CB","2014-05-05 19:28:22"
"T","HF","2014-05-03 21:38:49"
"T","E","2013-12-06 19:11:23"
"T","DC","2013-11-12 09:25:58"
"T","AA","2014-01-15 07:52:56"
"T","AA","2014-05-16 21:41:33"
"T","HF","2014-03-10 08:25:59"
"T","CB","2014-05-06 12:18:20"
"T","AA","2014-03-12 12:06:26"
"T","HF","2013-11-02 09:39:54"
"T","CB","2014-03-10 08:10:18"
"T","AA","2013-11-12 09:22:35"
"T","DC","2013-11-14 16:52:22"
"T","CB","2014-05-17 10:08:44"
"T","JC","2014-01-02 09:46:28"
"T","DC","2014-05-13 20:16:02"
"T","AA","2013-12-07 16:58:28"
"T","DC","2014-03-10 08:10:18"
"T","E","2013-12-11 21:59:21"
"T","CB","2014-04-02 08:13:32"
"T","HF","2014-03-12 19:24:06"
"T","DC","2014-03-10 08:31:07"
"T","JC","2014-05-20 21:18:43"
"T","E","2013-12-12 18:40:20"
"T","CB","2014-05-17 12:47:18"
"T","JC","2014-01-04 14:54:37"
"T","DC","2014-01-15 08:08:50"
"T","HF","2013-11-18 15:28:57"
"T","AA","2013-09-14 11:07:32"
"T","DC","2014-03-10 22:08:58"
"T","AA","2013-12-09 16:39:04"
"T","AA","2013-10-25 19:32:01"
"T","JC","2013-12-15 17:19:01"
"T","E","2014-04-02 08:17:00"
"T","HF","2014-01-13 12:14:34"
"T","E","2013-12-18 07:09:24"
"T","DC","2013-11-18 05:34:49"
"T","AA","2013-12-09 20:26:29"
"T","JC","2014-05-15 15:20:23"
"T","JC","2013-12-16 21:36:05"
"T","AA","2014-01-01 09:35:23"
"T","E","2014-04-02 15:29:43"
"T","DC","2014-05-15 15:26:10"
"T","JC","2013-12-17 13:54:37"
"T","AA","2014-01-01 09:52:40"
"T","DC","2014-03-12 07:01:53"
"T","ss","2014-05-04 08:38:51"
"T","AA","2013-11-15 17:07:47"
"T","DC","2013-11-21 14:55:19"
"T","JC","2014-05-16 06:14:21"
"T","CB","2014-05-08 07:21:53"
"T","ss","2014-05-05 19:29:56"
"T","HF","2013-12-02 17:41:07"
"T","CB","2014-05-08 07:22:24"
"T","AA","2014-02-22 21:22:48"
"T","E","2013-12-24 13:38:18"
"T","ss","2013-11-02 09:39:54"
"T","DC","2013-09-18 06:00:30"
"T","AA","2014-01-26 12:29:24"
"T","DC","2014-01-26 12:28:51"
"T","DC","2013-10-14 21:12:12"
"T","JC","2014-02-22 21:06:22"
"T","AA","2013-09-17 08:52:23"
"T","AA","2014-02-22 21:45:24"
"T","JC","2013-12-21 21:41:08"
"T","AA","2013-11-17 19:21:37"
"T","DC","2014-05-18 15:21:11"
"T","DC","2014-01-26 12:46:39"
"T","AA","2013-10-29 15:36:45"
"T","JC","2014-02-22 21:44:15"
"T","DC","2013-11-27 14:39:38"
"T","AA","2013-10-09 19:53:04"
"T","AA","2013-12-12 18:47:34"
"T","AA","2014-05-18 15:22:07"
"T","AA","2013-10-30 05:27:04"
"T","E","2013-10-25 08:50:37"
"T","DC","2013-10-19 21:30:17"
"T","ss","2013-12-16 21:40:01"
"T","HF","2013-12-09 16:29:44"
"T","JC","2013-12-23 08:31:35"
"T","AA","2014-01-03 12:59:31"
"T","AA","2013-12-13 18:22:15"
"T","AA","2013-10-31 10:08:50"
"T","AA","2014-05-13 20:01:44"
"T","CB","2014-05-19 20:27:45"
"T","HF","2013-09-17 08:57:37"
"T","E","2014-02-23 20:54:24"
"T","AA","2013-10-31 15:07:29"
"T","HF","2013-12-10 19:57:17"
"T","AA","2013-09-19 06:41:18"
"T","JC","2013-12-23 21:44:04"
"T","HF","2014-05-15 15:19:32"
"T","AA","2013-11-20 18:31:02"
"T","AA","2014-05-13 20:06:38"
"T","E","2014-02-25 07:27:15"
"T","AA","2013-10-31 20:13:06"
"T","E","2013-10-31 15:28:06"
"T","JC","2013-12-24 10:22:01"
"T","AA","2014-05-13 20:07:25"
"T","HF","2014-02-11 08:49:42"
"T","DC","2013-09-19 19:48:56"
"T","ss","2014-05-20 21:15:31"
"T","HF","2013-12-12 18:46:32"
"T","AA","2013-09-19 19:41:38"
"T","DC","2013-12-06 19:09:39"
"T","HF","2013-09-19 19:45:08"
"T","AA","2014-01-06 14:53:06"
"T","DC","2013-12-07 16:53:37"
"T","CB","2014-05-20 21:15:23"
"T","DC","2014-02-11 08:47:42"
"T","DC","2013-10-25 20:59:56"
"T","AA","2013-09-20 05:46:24"
"T","JC","2013-12-26 12:22:51"
"T","AA","2014-05-14 12:08:58"
"T","DC","2013-12-09 08:54:38"
"T","HF","2014-04-02 08:28:36"
"T","JC","2014-05-03 21:30:17"
"T","HF","2013-12-17 09:54:41"
"T","JC","2014-04-02 08:15:44"
"T","DC","2013-09-23 19:09:29"
"T","AA","2014-05-19 20:26:33"
"T","E","2013-11-08 05:16:14"
"T","AA","2013-10-14 21:21:59"
"T","AA","2013-12-23 08:30:28"
"T","ss","2014-04-02 17:37:08"
"T","AA","2013-11-03 13:18:55"
"T","HF","2013-12-23 08:30:51"
"T","ss","2013-09-19 19:48:56"
"T","HF","2014-05-17 20:01:12"
"T","E","2014-01-09 17:42:25"
"T","JC","2014-04-03 11:56:54"
"T","JC","2013-12-27 15:48:32"
"T","AA","2013-10-15 17:20:07"
"T","HF","2013-10-02 18:50:39"
"T","JC","2014-01-26 12:32:05"
"T","AA","2013-12-23 16:32:45"
"T","HF","2014-04-08 20:15:06"
"T","AA","2014-05-07 17:57:38"
"T","HF","2013-12-26 12:26:42"
"T","AA","2013-09-23 06:03:56"
"T","AA","2014-01-09 17:55:32"
"T","E","2014-01-11 08:52:11"
"T","JC","2014-01-26 22:16:15"
"T","AA","2013-12-24 10:22:01"
"T","E","2014-03-10 08:17:05"
"T","JC","2014-05-05 19:31:15"
"T","E","2013-11-12 08:55:24"
"T","DC","2014-05-03 21:30:17"
"T","HF","2014-02-22 21:30:05"
"T","E","2014-01-13 11:55:44"
"T","AA","2014-05-20 21:15:58"
"T","JC","2014-05-06 17:34:40"
"T","AA","2013-11-08 16:27:32"
"T","ss","2013-09-21 21:06:16"
"T","DC","2014-05-04 08:42:47"
"T","AA","2013-12-25 17:02:20"
"T","HF","2013-12-28 13:23:34"
"T","AA","2014-01-11 20:15:51"
"T","E","2014-05-15 15:26:52"
"T","DC","2014-05-05 19:32:29"
"T","AA","2013-09-07 15:29:58"
"T","AA","2014-02-11 08:42:17"
"T","DC","2014-02-22 21:30:05"
"T","JC","2014-05-18 15:17:51"
"T","JC","2014-03-10 08:20:41"
"T","CB","2014-05-13 20:01:19"
"T","DC","2014-05-06 19:24:55"
"T","DC","2014-02-22 21:53:27"
"T","JC","2014-05-07 08:51:07"
"T","CB","2014-05-13 20:07:25"
"T","HF","2014-05-19 20:26:32"
"T","ss","2014-05-13 20:12:55"
"T","DC","2014-01-01 09:52:40"
"T","AA","2013-09-09 12:57:06"
"T","AA","2013-11-10 13:43:27"
"T","HF","2014-05-20 21:16:47"
"T","DC","2014-05-08 07:23:57"
"T","AA","2013-12-01 16:09:21"
"T","AA","2014-05-15 15:26:04"
"T","DC","2014-01-02 09:42:50"
"T","JC","2014-05-13 20:06:57"
"T","AA","2014-04-03 11:56:54"
"T","AA","2013-12-27 15:49:07"
"T","AA","2014-03-10 08:10:18"
"T","AA","2014-01-13 16:46:39"
"T","JC","2014-05-13 20:11:53"
"T","DC","2013-11-10 20:02:23"
"T","AA","2014-03-10 08:29:33"
"T","E","2014-01-26 12:41:51"
"T","AA","2013-10-21 20:24:35"
"T","AA","2014-04-04 20:35:09"
"T","HF","2013-10-15 17:20:07"
"T","CB","2014-05-04 08:40:23"
"T","AA","2013-12-28 13:17:00"
"T","AA","2013-11-11 06:09:13"
"T","AA","2013-09-27 09:44:49"
"T","AA","2013-09-11 15:12:40"
"T","HF","2014-01-05 11:20:03"
"T","JC","2014-01-01 09:37:56"
"T","AA","2013-10-22 13:47:15"
"T","AA","2014-04-06 08:17:35"
"T","JC","2014-05-19 20:20:33"
"T","JC","2014-01-01 10:03:37"
"T","AA","2013-12-06 19:02:05"
"T","AA","2014-05-16 20:53:40"
"T","HF","2014-03-10 08:02:08"
"T","DC","2014-01-09 17:55:06"
"T","HF","2014-01-06 14:35:21"
"T","AA","2014-01-15 11:33:59"
"T","CB","2014-05-16 20:58:05"
"T","AA","2014-03-12 12:12:08"
"T","DC","2014-05-13 20:07:38"
"T","AA","2014-05-17 12:43:25"
"T","AA","2013-11-12 18:32:57"
"T","HF","2013-11-16 10:31:42"
"T","DC","2013-10-09 06:41:30"
"T","JC","2013-12-12 18:33:36"
"T","DC","2014-03-10 08:18:06"
"T","JC","2014-05-20 21:12:17"
"T","HF","2014-01-09 17:52:31"
"T","DC","2013-11-15 09:36:19"
"T","DC","2013-09-14 15:19:22"
"T","CB","2014-04-02 08:17:47"
"T","DC","2014-01-14 17:02:15"
"T","CB","2014-05-07 08:51:12"
"T","DC","2014-03-10 08:46:12"
"T","DC","2013-10-11 21:59:48"
"T","E","2013-12-16 22:17:26"
"T","JC","2014-01-05 11:20:03"
"T","ss","2014-05-16 20:58:09"
"T","CB","2014-05-07 17:57:08"
"T","E","2014-04-02 08:26:54"
"T","JC","2014-05-15 15:26:10"
"T","AA","2013-10-26 13:52:47"
"T","AA","2014-01-01 09:44:23"
"T","ss","2014-05-03 21:34:31"
"T","AA","2013-11-15 09:34:20"
"T","AA","2013-12-10 08:22:21"
"T","DC","2013-10-13 20:14:35"
"T","AA","2014-01-01 10:03:15"
"T","DC","2013-11-22 19:04:15"
"T","JC","2014-01-06 14:44:33"
"T","CB","2014-05-08 07:22:06"
"T","AA","2014-01-01 13:08:33"
